date,temp,oxygen,NH3,TP,TN,algae
2021/06/02,26.1875,6.6665,0.025,0.068275,1.07325,14400000.0
2021/06/03,25.881666666666664,6.6418333333333335,0.025116666666666666,0.06378333333333333,0.9151666666666666,10867091.666666666
2021/06/04,25.895,7.946333333333333,0.025000000000000005,0.06378333333333333,0.9203333333333333,25498423.333333332
2021/06/05,26.85,9.084,0.025,0.047760000000000004,0.9057999999999999,21100000.0
2021/06/06,28.256666666666664,9.514333333333333,0.025000000000000005,0.04406666666666667,0.9233333333333333,15211340.0
2021/06/07,27.635,8.3865,0.025000000000000005,0.036649999999999995,0.7778333333333333,7994458.333333333
2021/06/08,28.19666666666667,8.397499999999999,0.025000000000000005,0.04186666666666666,0.7323333333333334,12259158.333333334
2021/06/09,28.751666666666665,8.309166666666668,0.025000000000000005,0.038983333333333335,0.601,6891956.666666667
2021/06/10,28.741666666666664,7.385833333333333,0.025000000000000005,0.03785,0.5256666666666666,6301236.666666667
2021/06/11,29.491666666666664,7.6176666666666675,0.025000000000000005,0.032766666666666666,0.4495,6244151.666666667
2021/06/12,29.58666666666667,7.271999999999999,0.025000000000000005,0.02975,0.3741666666666667,4201731.666666667
2021/06/13,29.563333333333333,6.929333333333333,0.025000000000000005,0.030283333333333332,0.26633333333333337,4964940.0
2021/06/14,29.588333333333335,6.963166666666666,0.025000000000000005,0.029066666666666668,0.18866666666666665,5394340.0
2021/06/15,30.21,7.23925,0.025,0.033425,0.396,6927237.5
2021/06/16,30.316666666666666,7.396833333333333,0.025000000000000005,0.03666666666666667,0.4708333333333334,7246886.666666667
2021/06/17,29.68166666666667,7.344333333333334,0.025000000000000005,0.037116666666666666,0.284,15886050.0
2021/06/18,29.25,7.118166666666667,0.025000000000000005,0.03663333333333333,0.36733333333333335,10308856.666666666
2021/06/19,28.12,7.0735,0.025000000000000005,0.039450000000000006,0.3245,10009560.0
2021/06/20,28.088333333333335,7.764,0.025000000000000005,0.037066666666666664,0.2791666666666667,9510308.333333334
2021/06/21,28.863999999999997,7.9612,0.025,0.03856,0.2372,4275402.0
2021/06/22,28.945000000000004,7.616,0.025000000000000005,0.037616666666666666,0.2125,4332831.666666667
2021/06/23,29.618333333333336,7.1795,0.025000000000000005,0.05006666666666667,0.2853333333333333,5355790.0
2021/06/24,29.331666666666667,6.430499999999999,0.042916666666666665,0.03283333333333333,0.3835,3350468.3333333335
2021/06/25,29.445000000000004,5.898666666666666,0.06066666666666667,0.04674999999999999,0.5461666666666667,3680046.6666666665
2021/06/26,29.081666666666667,5.964666666666666,0.025616666666666666,0.05296666666666666,0.5076666666666667,6736078.333333333
2021/06/27,28.88,5.8435,0.026466666666666666,0.04493333333333333,0.20866666666666667,6435658.333333333
2021/06/28,29.488333333333333,6.214833333333334,0.025000000000000005,0.04318333333333333,0.20866666666666667,8157960.0
2021/06/29,30.483333333333334,6.8068333333333335,0.025000000000000005,0.03875,0.22966666666666669,7588661.666666667
2021/06/30,30.48,6.517166666666667,0.025000000000000005,0.04435,0.1845,6384998.333333333
2021/07/01,30.526,6.515600000000001,0.025,0.04088,0.1938,5074814.0
2021/07/02,30.593333333333334,6.201666666666667,0.025000000000000005,0.041633333333333335,0.2245,5213281.666666667
2021/07/03,30.133333333333336,5.8998333333333335,0.025000000000000005,0.05475,0.3946666666666667,5494685.0
2021/07/04,29.366666666666664,5.666333333333334,0.025000000000000005,0.04801666666666667,0.44083333333333335,5989533.333333333
2021/07/05,30.18166666666667,6.850833333333334,0.02545,0.033933333333333336,0.23233333333333336,5306421.666666667
2021/07/06,30.636666666666667,7.580666666666667,0.026633333333333332,0.027483333333333332,0.339,5353123.333333333
2021/07/07,32.00833333333333,7.635333333333333,0.0286,0.027683333333333334,0.37483333333333335,5391033.333333333
2021/07/08,31.518333333333334,6.863666666666667,0.041666666666666664,0.041133333333333334,0.45716666666666667,5031786.666666667
2021/07/09,30.705000000000002,6.510666666666666,0.05335,0.05291666666666667,0.6643333333333333,5164421.666666667
2021/07/10,30.675,6.581333333333333,0.07321666666666667,0.05833333333333333,0.6878333333333333,5190820.0
2021/07/11,31.765,7.403,0.08816666666666667,0.044000000000000004,0.7439999999999999,5510880.0
2021/07/12,32.445,8.246166666666667,0.03705,0.03726666666666666,0.5981666666666667,8712965.0
2021/07/13,32.794999999999995,7.7835,0.03106666666666667,0.03481666666666667,0.6721666666666667,9304195.0
2021/07/14,33.70166666666666,7.809,0.028983333333333333,0.03713333333333333,0.6093333333333333,9709125.0
2021/07/15,33.751666666666665,6.634,0.029416666666666664,0.036283333333333334,0.5675,7265678.333333333
2021/07/16,33.27,6.302166666666667,0.03565,0.04323333333333334,0.5285,6607900.0
2021/07/17,31.77,6.361666666666667,0.0594,0.050350000000000006,0.6375,4940010.0
2021/07/18,30.97666666666667,6.722,0.08041666666666666,0.0525,0.6546666666666666,4913580.0
2021/07/19,30.93,7.029000000000001,0.06606,0.06949999999999999,0.6706,7656784.0
2021/07/20,31.385,7.727166666666666,0.0302,0.07296666666666667,0.7391666666666666,13350000.0
2021/07/21,31.436666666666667,7.415333333333333,0.030083333333333333,0.07245,0.6656666666666666,12566795.0
2021/07/22,30.978333333333335,7.799333333333333,0.02741666666666667,0.0651,0.6038333333333333,12450000.0
2021/07/23,30.843333333333334,7.375666666666667,0.025566666666666668,0.06615,0.6221666666666666,9325931.666666666
2021/07/24,30.209999999999997,6.908833333333333,0.026466666666666666,0.06319999999999999,0.596,7080263.333333333
2021/07/25,29.6,6.877,0.0359,0.0658,0.559,6218130.0
